CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,
"9125","ENGL 223","5","Second-Year Writing Seminar","3","  LLFW","Lec","TR","1100-1215","MCM 314","Carney, Jason","1","Open","18","19","","","","",
"9126","ENGL 223","6","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1200-1250","MCM 307","Teekell, Anna","1","Open","18","19","","","","",
"9127","ENGL 223","7","Second-Year Writing Seminar","3","  LLFW","Lec","MW","1600-1715","TRIB 1213","Emmelhainz, Nicole","0","Closed","19","19","","","","",
"9128","ENGL 223","8","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","0900-0950","MCM 216","Hopkins, Patricia","7","Open","12","19","","","","",
"9129","ENGL 223","9","Second-Year Writing Seminar","3","  LLFW","Lec","MWF","1000-1050","MCM 216","Hopkins, Patricia","4","Open","15","19","","","","",
"9141","ENGL 250","1","Shaping Lang: Creative Writ","3","  AICE","Lec","TR","1100-1215","MCM 362","Eleftheriou, Joanna","4","Open","25","29","","","","",
"9142","ENGL 256","1","Introduction to Film Studies","3","  AICE","Lec","W","1800-2045","MCM 312","Anklam, James","0","Closed","25","25","","","","",
"9145","ENGL 308","1","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","0900-0950","MCM 200C","Carney, Jason","3","Open","15","18","","","","",
"9146","ENGL 308","2","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1100-1150","MCM 164","Marinova, Margarita","7","Open","12","19","","","","",
"9147","ENGL 309","1","WI: Creative Nonfiction","3","  WI","Lec","TR","1330-1445","MCM 160","Eleftheriou, Joanna","1","Open","18","19","","","","",
"9148","ENGL 309","2","WI: Creative Nonfiction","3","  WI","Lec","TR","1630-1745","MCM 207","Rodden, Dan","2","Open","17","19","","","","",
"9149","ENGL 310","1","Introduction to Linguistics","3","  AIGM","Lec","TR","1330-1445","MCM 212","Wheeler, Rebecca","7","Open","18","25","","","","",
"9150","ENGL 315","1","Adolescent Literature","3","","Lec","MW","1600-1715","MCM 310","Keeling, Kara","1","Open","18","19","","","","",
"9151","ENGL 316","1","Children&#39;s Literature","3","","Lec","TR","0930-1045","MCM 212","Shortsleeve, Kevin","0","Closed","19","19","","","","",
"9152","ENGL 320","1","Studies in Women &amp; Lit","3","  AIGM","Lec","MWF","1200-1250","MCM 164","Marinova, Margarita","1","Open","18","19","","","","",
"9153","ENGL 331","1","The Structure of English","3","","Lec","TR","0930-1045","MCM 216","Wheeler, Rebecca","4","Open","21","25","","","","",
"9154","ENGL 339","1","WI:Tutoring in the Writing Ctr","3","  WI","Lec","MWF","1500-1550","TRIB 1213","Emmelhainz, Nicole","5","Open","14","19","","","","",
"9155","ENGL 342","1","Rise of Literary Realism in US","3","","Lec","MWF","1000-1050","MCM 160","Garton-Gundling, Kyle","3","Open","16","19","","","","",
"9156","ENGL 345","1","African-American Lit &amp; Culture","3","","Lec","MWF","1300-1350","MCM 216","Hopkins, Patricia","12","Open","7","19","","","","",
"9157","ENGL 350","1","WI: Writing-Digital Humanities","3","  WI","Lec","MWF","1000-1050","TRIB 1213","Stover, Deanna","0","Closed","19","19","","","","",
"9158","ENGL 351","1","WI: Fiction Writing","3","  WI","Lec","TR","1330-1445","MCM 207","Rodden, Dan","0","Closed","19","19","","","","",
"9159","ENGL 353","1","WI: Writing for the Profession","3","  WI","Lec","TR","0800-0915","MCM 357","Cobos, April","0","Closed","19","19","","","","",
"9160","ENGL 353","2","WI: Writing for the Profession","3","  WI","Lec","TR","0930-1045","MCM 357","Cobos, April","0","Closed","19","19","","","","",
"9161","ENGL 353","3","WI: Writing for the Profession","3","  WI","Lec","TR","1100-1215","MCM 357","Cobos, April","2","Open","17","19","","","","",
"9162","ENGL 353","4","WI: Writing for the Profession","3","  WI","Lec","TR","1500-1615","TRIB 1213","Covington, Brooke","0","Closed","19","19","","","","",
"9163","ENGL 353","5","WI: Writing for the Profession","3","  WI","Lec","MWF","1300-1350","MCM 262","Filetti, Jean","0","Closed","19","19","","","","",
"9164","ENGL 353","6","WI: Writing for the Profession","3","  WI","Lec","TR","1500-1615","MCM 212","Wright, Mary","0","Closed","19","19","","","","",
"9165","ENGL 353","7","WI: Writing for the Profession","3","  WI","Lec","TR","1630-1745","MCM 212","Wright, Mary","1","Open","18","19","","","","",
"9301","ENGL 353","8","WI: Writing for the Profession","3","  WI","Lec","TR","1330-1445","MCM 114","Cobos, April","0","Closed","19","19","","","","",
"9253","ENGL 356","1","WI: Film, Theory &amp; Culture","3","  WI","Lec","TR","0930-1045","FERG 208","Nichols, John","0","Closed","19","19","","","","",
"9168","ENGL 393","1","Environmental Imaginings","3","","Lec","MWF","1300-1350","MCM 114","Rose, Andrew","-1","Closed","24","23","","","","",
"9169","ENGL 421","1","Shakespeare","3","","Lec","TR","1330-1445","MCM 164","Apolloni, Jessica","1","Open","24","25","","","","",
"9172","ENGL 490","1","WI: Senior Seminar","3","  WI","Lec","MWF","1200-1250","MCM 212","Garton-Gundling, Kyle","5","Open","14","19","","","","",
"9173","ENGL 490","2","WI: Senior Seminar","3","  WI","Lec","TR","1500-1615","MCM 207","Rodden, Dan","11","Open","8","19","","","","",
"9174","ENGL 491","1","Internship in Writing","1 - 3","","Int","","","ARR ","Wright, Mary","-1","Closed","1","0","","","","",
"9397","ENGL 491","2","Internship in Writing","1 - 3","","Int","","","ARR ","Covington, Brooke","-1","Closed","1","0","","","","",
"9443","ENGL 491","3","Internship in Writing","2","","Int","","","ARR ","Rodden, Dan","-1","Closed","1","0","","","","",
"9175","ENGL 521","1","Developing Elem Writers/Reader","3","","Lec","W","1600-1845","MCM 257","Connell, Cynthia","0","Closed","19","19","","","","",
"9176","ENGL 521","2","Developing Elem Writers/Reader","3","","Lec","R","1630-1915","MCM 210","Connell, Cynthia","10","Open","9","19","","","","",
"9177","ENGL 522","1","Content Area Literacy","3","","Lec","W","1600-1845","MCM 210","Cooke, Nicole","13","Open","3","16","","","","",
"9178","ENGL 522","2","Content Area Literacy","3","","Lec","T","1630-1915","MCM 162","Smith, Danielle","8","Open","11","19","","","","",
"9179","ENGL 526","1","Teaching Writing in Secondary","3","","Lec","W","1600-1845","MCM 357","Palencia, Virginia","16","Open","3","19","","","","",
"8242","ENGR 121","1M","Engineering Design","3","","Lec","TR","1100-1215","LUTR 322","Gerousis, Costa","14","Open","19","33","","","","",
"8243","ENGR 210","1","Math Mthds-Engineers/Scientist","3","","Lec","TR","1330-1445","FORBES 2074","Gerousis, Costa","11","Open","34","45","","","","",
"8244","ENGR 211","1","Intro Electric Circuits/Electr","3","","Lec","TR","1100-1215","LUTR 347","Doost Mohammadi, Farideh","3","Open","21","24","","","","",
"8245","ENGR 211","2","Intro Electric Circuits/Electr","3","","Lec","TR","1500-1615","LUTR 109","Keshtkar Vanashi, Hessam","1","Open","23","24","","","","",
"8246","ENGR 211L","1","Intro Electric Circ/Electr Lab","1","","Lab","W","1500-1745","LUTR 206","Keshtkar Vanashi, Hessam","3","Open","15","18","","","","",
"8247","ENGR 211L","2","Intro Electric Circ/Electr Lab","1","","Lab","R","1800-2045","LUTR 206","Fernandez, Jose","9","Open","9","18","","","","",
"8248","ENGR 211L","3","Intro Electric Circ/Electr Lab","1","","Lab","T","1800-2045","LUTR 206","Fernandez, Jose","0","Closed","18","18","","","","",
"8249","ENGR 213","1","Discrete Structures-Comp Appl","3","","Lec","MWF","1400-1450","LUTR 170","Wang, Dali","21","Open","12","33","","","","",
"8250","ENGR 213","2","Discrete Structures-Comp Appl","3","","Lec","MWF","1300-1350","LUTR 170","Wang, Dali","7","Open","26","33","","","","",
"8046","ENVS 510","1","Biometry","3","","Lec","W","1730-2020","FORBES 2043","Lattanzio, Matthew","6","Open","9","15","","","","",
"8047","ENVS 518","1","Biologcl Consrvtn: Theory/Prac","3","","Lec","T","1730-2020","FORBES 3014","Steven, Janet","-5","Closed","20","15","","","","",
"8048","ENVS 545","1","Mammalogy","4","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","0","Closed","5","5","","","","",
"8049","ENVS 545L","1","Mammalogy Lab","0","","Lab","M","1300-1650","FORBES 2043","Sherwin, Richard","0","Closed","5","5","","","","",
"8050","ENVS 575","1","Sem-Scientific Communication","3","","Lec","TR","1100-1215","FORBES 2012","Lattanzio, Matthew","2","Open","13","15","","","","",
"9324","ENVS 599","1","IND ST: Entomology Lab Directr","3","","Ind","","","ARR ","Meyer, Michael","-1","Closed","1","0","","","","",
"9415","ENVS 599","2","IND ST: Red List","2","","Ind","","","ARR ","Waldien, David","-1","Closed","1","0","","","","",
"9438","ENVS 599","3","IND ST: Leaf Form and Function","3","","Ind","","","ARR ","Steven, Janet","-1","Closed","1","0","","","","",
"9451","ENVS 599","4","IND ST: Comm Science to Public","2","","Ind","","","ARR ","Steven, Janet","-1","Closed","1","0","","","","",
"9452","ENVS 599","5","IND ST: Subterranean Water Bat","3","","Ind","","","ARR ","Sherwin, Richard","-2","Closed","2","0","","","","",
"8051","ENVS 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Steven, Janet","3","Open","17","20","","","","",
"9386","ENVS 699","2","Thesis Research","1 - 6","","Ind","","","ARR ","Steven, Janet","2","Open","1","3","","","","",
"9353","EUPH 131","1","Applied Music: Euphonium","1","","Lab","","","ARR ","Cipriano, James","-1","Closed","1","0","","","","",
"9039","FINC 300","1","Managerial Finance","3","","Lec","TR","1800-1915","LUTR 123","Paine, Peter","0","Closed","29","29","","","","",
"9040","FINC 300","2","Managerial Finance","3","","Lec","TR","1930-2045","LUTR 123","Paine, Peter","3","Open","21","24","","","","",
"9042","FINC 324","1","Principles of Investment","3","","Lec","TR","0800-0915","LUTR 123","Haque Simu, Tahsina","2","Open","13","15","","","","",
"9043","FINC 422","1","Intermediate Corporate Finance","3","","Lec","TR","0930-1045","LUTR 123","Hall, Thomas","2","Open","22","24","","","","",
"9044","FINC 422","2","Intermediate Corporate Finance","3","","Lec","TR","1100-1215","LUTR 123","Hall, Thomas","1","Open","23","24","","","","",
"9045","FINC 422","3","Intermediate Corporate Finance","3","","Lec","TR","1500-1615","LUTR 123","Hall, Thomas","10","Open","14","24","","","","",
"9047","FINC 425","2","Risk Management","3","","Lec","MWF","0900-0950","LUTR 123","Rahim, Niazur","-4","Closed","28","24","","","","",
"9048","FINC 425","3","Risk Management","3","","Lec","MWF","1100-1150","LUTR 123","Rahim, Niazur","-4","Closed","28","24","","","","",
"9049","FINC 500","1","Adv Finc Statement Analysis","3","","Lec","MW","1800-1915","LUTR 242","Donaldson, William","17","Open","7","24","","","","",
"9050","FINC 532","1","Behavioral Finc &amp; Prof Relatns","3","","Lec","TR","1800-1915","LUTR 242","Ji, Xiuqing","23","Open","13","36","","","","",
"9051","FINC 562","1","Entrepreneurial Finance","3","","Lec","TR","1630-1745","LUTR 242","Donaldson, William","26","Open","10","36","","","","",
"9052","FINC 570","1","Data Management &amp; Analytics","3","","Lec","MW","1600-1715","LUTR 123","Chen, Xian","1","Open","7","8","","","","",
"9053","FINC 572","1","Cybr Security for Finc &amp; Acct","3","","Lec","MW","1930-2045","LUTR 242","Rogers, Deborah","16","Open","8","24","","","","",
"9453","FINC 599","1","IND ST: Meta-Analysis Fin Serv","2","","Ind","","","ARR ","Hasbrouck, Robert","-1","Closed","1","0","","","","",
"9354","FLUT 133","1","Applied Music: Flute","2","","Lab","","","ARR ","Kim, Bokyung","-1","Closed","1","0","","","","",
"9271","FLUT 231","1","Applied Music: Flute","1","","Lab","","","ARR ","Kim, Bokyung","-1","Closed","1","0","","","","",
"8570","FNAR 117","1","3D Design","3","","Stu","MW","1030-1250","TFAC 119","Lytle, Ryan","0","Closed","15","15","","","","",
"8571","FNAR 118","1","2D Design","3","","Stu","MW","1400-1620","TFAC 325","Lytle, Ryan","1","Open","15","16","","","","",
"8572","FNAR 118","2","2D Design","3","","Stu","TR","1400-1620","TFAC 325","Brahe, Christian","3","Open","13","16","","","","",
"8573","FNAR 121","1","Drawing I","3","","Stu","MW","0800-1020","TFAC 318","Stephenson, Barbara","0","Closed","15","15","","","","",
"8574","FNAR 128","1","Introduction to Digital Media","3","  AICE","Stu","MW","1030-1250","TFAC 228","Skees, Alan","-2","Closed","17","15","","","","",
"8575","FNAR 201","1M","World Art in Context I","3","  AICE","Lec","TR","1100-1215","TFAC 102","O&#39;Connor-Salomon, Kelly","5","Open","40","45","","","","",
"8576","FNAR 201","2C","World Art in Context I","3","  AICE","Lec","TR","1330-1445","TFAC 205","O&#39;Connor-Salomon, Kelly","1","Open","18","19","","","","",
"8577","FNAR 201","3C","World Art in Context I","3","  AICE","Lec","TR","1630-1745","TFAC 205","Stone, Ryan","0","Closed","19","19","","","","",
"8578","FNAR 201","4C","World Art in Context I","3","  AICE","Lec","TR","1800-1915","TFAC 205","Stone, Ryan","2","Open","17","19","","","","",
"8579","FNAR 201","5","World Art in Context I","3","  AICE","Lec","MWF","1200-1250","TFAC 205","Wampler, Michelle","1","Open","18","19","","","","",
"8580","FNAR 202","1M","World Arts in Context II","3","  AICE","Lec","MWF","1100-1150","TFAC 102","Richardson, Margaret","5","Open","90","95","","","","",
"8581","FNAR 202","2C","World Arts in Context II","3","  AICE","Lec","MWF","1400-1450","TFAC 205","Wampler, Michelle","2","Open","17","19","","","","",
"8582","FNAR 202","3C","World Arts in Context II","3","  AICE","Lec","MWF","1500-1550","TFAC 205","Wampler, Michelle","1","Open","18","19","","","","",
"8583","FNAR 202","4C","World Arts in Context II","3","  AICE","Lec","MWF","1000-1050","TFAC 205","Richardson, Margaret","0","Closed","19","19","","","","",
"8584","FNAR 205","1","Digital Photography","3","  AICE","Stu","TR","1400-1620","TFAC 219","Skees, Kristin","1","Open","14","15","","","","",
"8585","FNAR 227","1","Darkroom Photography","3","","Stu","TR","1030-1250","TFAC 217","Bavaria, Christopher","1","Open","11","12","","","","",
"8586","FNAR 227","2","Darkroom Photography","3","","Stu","TR","1400-1620","TFAC 217","Bavaria, Christopher","0","Closed","12","12","","","","",
"8587","FNAR 241","1","Ceramics I","3","  AICE","Stu","TR","1030-1250","TFAC 121","Henry, Gregory","0","Closed","14","14","","","","",
"8588","FNAR 241","2","Ceramics I","3","  AICE","Stu","TR","1400-1620","TFAC 121","Henry, Gregory","0","Closed","14","14","","","","",
"8589","FNAR 251","1","Sculpture I","3","","Stu","MW","1400-1620","TFAC 119","Henry, Gregory","0","Closed","10","10","","","","",
"8590","FNAR 322","1","Figure Drawing","3","","Stu","TR","1030-1250","TFAC 318","Brahe, Christian","2","Open","15","17","","","","",
"8591","FNAR 333","1","Video Art","3","  AICE","Stu","TR","1030-1250","TFAC 219","Skees, Kristin","7","Open","9","16","","","","",
"8592","FNAR 334","1","Graphic Design Concepts","3","","Stu","MW","0800-1020","TFAC 228","Skees, Alan","-2","Closed","17","15","","","","",
"8593","FNAR 336","1","Typography","3","","Stu","MW","1400-1620","TFAC 228","Skees, Alan","-1","Closed","16","15","","","","",
"8596","FNAR 377","1","Contemporary Art","3","","Lec","MWF","1300-1350","TFAC 205","Richardson, Margaret","0","Closed","19","19","","","","",
"8597","FNAR 388","1","Artist&#39;s Portfolio","3","","Stu","MW","1030-1250","TFAC 325","Skees, Kristin","-2","Closed","20","18","","","","",
"9242","FNAR 395","1","SPC TP: Ancient Art","3","","Lec","MW","1600-1715","TFAC 205","Stone, Ryan","8","Open","11","19","","","","",
"9306","FNAR 401","1","IND ST: Photo Portolfio","3","","Ind","","","ARR ","Skees, Kristin","-1","Closed","1","0","","","","",
"9307","FNAR 401","2","IND ST: Soft Sculpture","3","","Ind","","","ARR ","Skees, Kristin","-1","Closed","1","0","","","","",
"8598","FNAR 403","1","WI:Adv Topics: Nrthn Renassanc","3","  WI","Lec","TR","1500-1615","TFAC 102","Erhardt, Michelle","3","Open","20","23","","","","",
"9312","FNAR 491","1","PRT: Torggler Internship","3","","Pra","","","ARR ","Erhardt, Michelle","-1","Closed","1","0","","","","",
"9311","FNAR 499","1","IND ST: Adv Renaissance Art Hs","3","","Ind","","","ARR ","Erhardt, Michelle","-1","Closed","1","0","","","","",
"9319","FNAR 499","2","IND ST: Ren-Impressionist Art","3","","Ind","","","ARR ","Erhardt, Michelle","-1","Closed","1","0","","","","",
"8600","FNAR 534","1","Theory &amp; Practice of Art Educ","3","","Lec","W","1730-2015","TFAC 325","Schnell, Heather","11","Open","1","12","","","","",
"8728","FREN 101","1R","Beginning French I","3","","Lec","MWF","0800-0850","MCM 310","Siewe Seuchie, Patricia","4","Open","20","24","","","","",
"8729","FREN 101","2R","Beginning French I","3","","Lec","MWF","0900-0950","MCM 310","Siewe Seuchie, Patricia","0","Closed","24","24","","","","",
"8730","FREN 200","1R","Eff Comm in French","3","  LLFL","Lec","MWF","1000-1050","MCM 310","Siewe Seuchie, Patricia","0","Closed","19","19","","","","",
"8731","FREN 200","2R","Eff Comm in French","3","  LLFL","Lec","MWF","1200-1250","MCM 260","Siewe Seuchie, Patricia","1","Open","18","19","","","","",
"8732","FREN 200","3R","Eff Comm in French","3","  LLFL","Lec","MWF","0800-0850","MCM 314","Benham-Langdon, Rebecca","2","Open","17","19","","","","",
"8733","FREN 200","4R","Eff Comm in French","3","  LLFL","Lec","MWF","1100-1150","MCM 364","Benothmane, Najoua","1","Open","18","19","","","","",
