CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,Enrolled,Capacity,Reserved,Reserved Available,Unreserved,Unreserved Available,
"8823","PHIL 207","8M","Ethical Issues in Business","3","  LLFR","Lec","MWF","1500-1550","MCM 312","Tweedt, Christopher","1","Open","28","29","","","","",
"9368","PHIL 207","9","Ethical Issues in Business","3","  LLFR","Lec","MW","1800-1915","MCM 162","Nachtigal, Aaron","0","Closed","29","29","","","","",
"8824","PHIL 215","1R","Philosophy and Literature","3","  AIWT","Lec","MWF","1100-1150","MCM 160","Hutchinson, Dawn","4","Open","14","18","","","","",
"8825","PHIL 307","1","Current Trends in Mod Thought","3","","Lec","TR","1630-1745","MCM 316","Homan, Matthew","0","Closed","18","18","","","","",
"8827","PHIL 319","1","Phil of Love and Sexuality","3","  AIWT","Lec","MWF","1400-1450","MCM 364","Silverman, Eric","-1","Closed","19","18","","","","",
"8826","PHIL 321","1","WI:Legal Reasoning","3","  WI","Lec","R","1800-2045","MCM 160","Redick, Kip; Atkins, Justin","6","Open","12","18","","","","",
"8830","PHIL 451","1","The Great Philosophers","3","","Lec","TR","0930-1045","MCM 207","Jelinek, Elizabeth","1","Open","17","18","","","","",
"8831","PHIL 490","1","WI: Senior Seminar","3","  WI","Lec","MWF","1300-1350","MCM 200C","Hutchinson, Dawn","6","Open","12","18","","","","",
"9346","PHIL 499","1","IND ST: Contemporary Metaphysi","3","","Ind","","","ARR ","Tweedt, Christopher","-1","Closed","1","0","","","","",
"9429","PHIL 499","2","IND ST: Myth, Language &amp; Imagi","3","","Ind","","","ARR ","Redick, Kip","-1","Closed","1","0","","","","",
"8252","PHYS 105L","1R","Elementary Physics Lab","1","  AINW","Lab","R","1800-2045","LUTR 301","Brass, Eric","1","Open","32","33","","","","",
"8253","PHYS 105L","2R","Elementary Physics Lab","1","  AINW","Lab","W","1800-2045","LUTR 301","DeYoung, Russell","-1","Closed","34","33","","","","",
"8254","PHYS 141","1M","How Things Work","3","  AINW","Lec","TR","1500-1615","FORBES 2070E","McElhenny, Caroline","1","Open","44","45","","","","",
"8255","PHYS 141","2M","How Things Work","3","  AINW","Lec","TR","0930-1045","LUTR 269","Cole, Leon","1","Open","44","45","","","","",
"8256","PHYS 144","1M","Astronomy","3","  AINW","Lec","TR","1330-1445","LUTR 269","Walker, Marissa","-1","Closed","46","45","","","","",
"8257","PHYS 144","2M","Astronomy","3","  AINW","Lec","TR","1630-1745","FORBES 2015","Walker, Marissa","2","Open","43","45","","","","",
"8258","PHYS 151","1","College Physics I","3","  AINW","Lec","TR","1100-1215","LUTR 121","Fisher, Ryan","2","Open","93","95","","","","",
"8259","PHYS 151","2","College Physics I","3","  AINW","Lec","TR","1500-1615","FORBES 1022","Gerousis, Costa","14","Open","81","95","","","","",
"8260","PHYS 151","3","College Physics I","3","  AINW","Lec","MW","1800-1915","LUTR 121","McHugh, Martin","31","Open","64","95","","","","",
"8261","PHYS 151L","1","College Physics I Laboratory","1","  AINW","Lab","W","1800-2045","LUTR 306","Brass, Eric","3","Open","30","33","","","","",
"8262","PHYS 151L","2","College Physics I Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 306","Ray, Brian","1","Open","32","33","","","","",
"8263","PHYS 151L","3","College Physics I Laboratory","1","  AINW","Lab","F","0800-1045","LUTR 306","Brass, Eric","6","Open","27","33","","","","",
"8264","PHYS 151L","4","College Physics I Laboratory","1","  AINW","Lab","R","1330-1615","LUTR 306","Cole, Leon; Johns, Grace","5","Open","28","33","","","","",
"8265","PHYS 151L","5","College Physics I Laboratory","1","  AINW","Lab","W","1430-1715","LUTR 306","Cole, Leon; Meador, Zachary","1","Open","32","33","","","","",
"8266","PHYS 151L","6","College Physics I Laboratory","1","  AINW","Lab","W","1100-1345","LUTR 306","Gore, David; Meador, Zachary","-1","Closed","34","33","","","","",
"8267","PHYS 151L","7","College Physics I Laboratory","1","  AINW","Lab","W","0800-1045","LUTR 306","McElhenny, Caroline","8","Open","25","33","","","","",
"8268","PHYS 151L","8","College Physics I Laboratory","1","  AINW","Lab","R","0800-1045","LUTR 306","Gore, David; Johns, Grace","3","Open","30","33","","","","",
"8269","PHYS 152","1","College Physics II","3","  AINW","Lec","MWF","1100-1150","LUTR 170","Cole, Leon","0","Closed","33","33","","","","",
"8270","PHYS 152L","1","College Physics II Laboratory","1","  AINW","Lab","R","1800-2045","LUTR 310","DeYoung, Russell","0","Closed","33","33","","","","",
"8271","PHYS 201","1M","University Physics I","3","  AINW","Lec","TR","1630-1745","LUTR 322","McElhenny, Caroline","7","Open","19","26","","","","",
"8272","PHYS 201","2M","University Physics I","3","  AINW","Lec","TR","0930-1045","LUTR 322","McElhenny, Caroline","3","Open","23","26","","","","",
"8273","PHYS 201","3M","University Physics I","3","  AINW","Lec","TR","1330-1445","LUTR 322","Gore, David","3","Open","23","26","","","","",
"8274","PHYS 201L","1R","University Physics I Lab","1","  AINW","Lab","T","1800-2045","LUTR 310","Gore, David","7","Open","17","24","","","","",
"8275","PHYS 201L","2R","University Physics I Lab","1","  AINW","Lab","M","1800-2045","LUTR 310","Gore, David; Watada, Kaemon","5","Open","19","24","","","","",
"8276","PHYS 201L","3R","University Physics I Lab","1","  AINW","Lab","T","0930-1215","LUTR 310","Gore, David; Watada, Kaemon","17","Open","7","24","","","","",
"8277","PHYS 201L","4R","University Physics I Lab","1","  AINW","Lab","M","1430-1715","LUTR 310","Cole, Leon; Watada, Kaemon","1","Open","23","24","","","","",
"8278","PHYS 202","1","University Physics II","3","  AINW","Lec","MWF","0800-0850","LUTR 269","Cole, Leon","5","Open","21","26","","","","",
"8279","PHYS 202L","1","University Physics II Lab","1","  AINW","Lab","M","1800-2045","LUTR 301","Brass, Eric","2","Open","22","24","","","","",
"8280","PHYS 303","1","University Physics III","3","","Lec","MWF","1000-1050","LUTR 137","Heddle, David","12","Open","7","19","","","","",
"8281","PHYS 304","1","Electrostatics","3","","Lec","TR","1100-1215","LUTR 301","Monaghan, Peter","10","Open","9","19","","","","",
"8282","PHYS 341","1","Design of Experiments","3","","Lec","MWF","0900-0950","LUTR 121","Heddle, David","5","Open","90","95","","","","",
"8283","PHYS 351","1","Modern Physics","3","","Lec","TR","1330-1445","MCM 200C","Fisher, Ryan","12","Open","6","18","","","","",
"8284","PHYS 401","1","Adv Topics in Mechanics","3","","Lec","TR","0930-1045","MCM 200C","Walker, Marissa","4","Open","5","9","","","","",
"8285","PHYS 421","1","System Design Lab-Data Acqistn","3","","Lec","MWF","0900-0950","LUTR 258","Brash, Edward","14","Open","5","19","","","","",
"8286","PHYS 498","1","WI:Capstone Proj, Appl Physics","1 - 3","  WI","Ind","F","1400-1515","LUTR 301","Gore, David","10","Open","9","19","","","","",
"8287","PHYS 501","1","Models of Dynamical Systems","3","","Lec","TR","0930-1045","MCM 200C","Walker, Marissa","1","Open","8","9","","","","",
"9394","PHYS 599","1","IND ST: Exp Tech Nuclear Phys","3","","Ind","","","ARR ","Monaghan, Peter","-1","Closed","1","0","","","","",
"9278","PIAN 130","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","-1","Closed","1","0","","","","",
"9358","PIAN 131","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","-5","Closed","5","0","","","","",
"9279","PIAN 134","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","-1","Closed","1","0","","","","",
"9280","PIAN 232","1","Applied Music: Piano","1","","Lab","","","ARR ","Corbin, Benjamin","-1","Closed","1","0","","","","",
"9281","PIAN 333","1","Applied Music: Piano","2","","Lab","","","ARR ","Corbin, Benjamin","-2","Closed","2","0","","","","",
"8148","PMED 010","1","Pre-med Scholars Prgm Act I","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","15","Open","75","90","","","","",
"8149","PMED 020","1","Pre-med Scholars Prgm Act II","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","22","Open","37","59","","","","",
"8150","PMED 030","1","Pre-med Scholars Prgm Act III","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","22","Open","37","59","","","","",
"8151","PMED 040","1","Pre-med Scholars Prgm Act IV","0","","Fie","TR","1230-1320","FORBES 1022","Brown, Gwynne","24","Open","35","59","","","","",
"8293","POLS 100","1","Political Thought and Society","3","","Lec","T","1800-2100","MCM 160","Caballero, Sandra","2","Open","23","25","","","","",
"8294","POLS 100","2","Political Thought and Society","3","","Lec","MWF","1000-1050","MCM 362","Busch, Nathan","0","Closed","19","19","","","","",
"8295","POLS 100","3","Political Thought and Society","3","","Lec","MWF","1100-1150","MCM 362","Busch, Nathan","3","Open","16","19","","","","",
"8296","POLS 101","1M","Power and Politics in America","3","  AIDE","Lec","MWF","1000-1050","MCM 101","Barnello, Michelle","3","Open","92","95","","","","",
"8297","POLS 101","2C","Power and Politics in America","3","  AIDE","Lec","MWF","1400-1450","MCM 210","Bromley-Trujillo, Rebecca","1","Open","18","19","","","","",
"8298","POLS 101","3M","Power and Politics in America","3","  AIDE","Lec","MWF","1500-1550","MCM 210","Bromley-Trujillo, Rebecca","0","Closed","19","19","","","","",
"9228","POLS 101","4M","Power and Politics in America","3","  AIDE","Lec","TR","1330-1445","MCM 310","Little, David","3","Open","16","19","","","","",
"9300","POLS 101","5M","Power and Politics in America","3","  AIDE","Lec","TR","0930-1045","MCM 162","Camobreco, John","2","Open","17","19","","","","",
"8300","POLS 202","2","State and Local Government","3","","Lec","R","1800-2100","MCM 212","Reiske, William","3","Open","14","17","","","","",
"8301","POLS 215","1","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1000-1050","MCM 312","Sun, Taiyi","8","Open","11","19","","","","",
"8302","POLS 215","2","Comprtv &amp; Intnl Politics","3","","Lec","MWF","1100-1150","MCM 312","Sun, Taiyi","1","Open","18","19","","","","",
"8304","POLS 215","3","Comprtv &amp; Intnl Politics","3","","Lec","TR","1100-1215","FORBES 2088","Bennett, Mouse","0","Closed","19","19","","","","",
"8305","POLS 215","4C","Comprtv &amp; Intnl Politics","3","","Lec","TR","1330-1445","MCM 362","Bennett, Mouse","0","Closed","19","19","","","","",
"8306","POLS 240","1","The Sprme Court in Amer Politi","3","  AIDE","Lec","MW","1600-1715","MCM 114","Rader, Katherine","-1","Closed","26","25","","","","",
"9221","POLS 307","1","Civil Liberties","3","","Lec","TR","1800-1915","MCM 314","Campolongo, John","3","Open","16","19","","","","",
"8307","POLS 311","1","WI:Comparative Politics","3","  WI","Lec","TR","1630-1745","MCM 164","Holt, John","5","Open","14","19","","","","",
"8308","POLS 316","1","Constitutional Law","3","","Lec","MWF","1300-1350","MCM 314","Rader, Katherine","1","Open","18","19","","","","",
"8309","POLS 316","2","Constitutional Law","3","","Lec","MWF","1400-1450","MCM 314","Rader, Katherine","1","Open","18","19","","","","",
"8310","POLS 323","1","American Foreign Policy","3","","Lec","MWF","0900-0950","MCM 307","Shelton, Crystal","0","Closed","19","19","","","","",
"8311","POLS 323","2","American Foreign Policy","3","","Lec","MWF","1200-1250","MCM 362","Shelton, Crystal","0","Closed","19","19","","","","",
"8312","POLS 323","3","American Foreign Policy","3","","Lec","MWF","1300-1350","MCM 362","Shelton, Crystal","0","Closed","19","19","","","","",
"8313","POLS 327","1","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","0930-1045","MCM 316","Kirkpatrick, Andrew","0","Closed","19","19","","","","",
"8314","POLS 327","2","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1100-1215","MCM 316","Kirkpatrick, Andrew","0","Closed","19","19","","","","",
"8315","POLS 327","3","Int&#39;l Law &amp; Int&#39;l Organization","3","","Lec","TR","1500-1615","MCM 114","Kirkpatrick, Andrew","0","Closed","25","25","","","","",
"8318","POLS 330","1","Middle Eastern Politics","3","","Lec","TR","0930-1045","MCM 164","Chouhoud, Youssef","0","Closed","25","25","","","","",
"8320","POLS 344","1","The Presidency","3","","Lec","TR","1100-1215","MCM 162","Camobreco, John","2","Open","23","25","","","","",
"8321","POLS 344","2","The Presidency","3","","Lec","TR","1330-1445","MCM 210","Camobreco, John","1","Open","24","25","","","","",
"8323","POLS 351","1","East/Centrl Euro Pol/Societies","3","","Lec","M","1800-2100","MCM 314","Hasanovic, Huso","4","Open","15","19","","","","",
"8324","POLS 352","1","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1330-1445","MCM 110","Chouhoud, Youssef","2","Open","17","19","","","","",
"8326","POLS 352","2","Rsrch Methds &amp; Quant Analysis","3","","Lec","TR","1500-1615","MCM 110","Chouhoud, Youssef","1","Open","18","19","","","","",
"9229","POLS 359","1","American Political Thought","3","","Lec","TR","1500-1615","MCM 310","Little, David","8","Open","11","19","","","","",
"8329","POLS 371","1","WI: Public Policy &amp; Governance","3","  WI","Lec","T","1800-2100","MCM 210","Reiske, William","1","Open","18","19","","","","",
"8330","POLS 490","1","WI:Senior Seminar in Poli Sci","3","  WI","Lec","MWF","1100-1150","MCM 200B","Barnello, Michelle","0","Closed","15","15","","","","",
"8332","POLS 490","3","WI:Senior Seminar in Poli Sci","3","  WI","Lec","MWF","1300-1350","MCM 200D","Sun, Taiyi","-1","Closed","16","15","","","","",
"8333","POLS 491","1","Political Science Internship","3","","Int","","","ARR ","Barnello, Michelle","6","Open","4","10","","","","",
"8886","PSYC 201","1M","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1300-1350","FORBES 1022","Gibbons, Jeffrey","1","Open","94","95","","","","",
"8887","PSYC 201","2M","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","MWF","1100-1150","FORBES 1022","Greenlee, Shelia","9","Open","86","95","","","","",
"8888","PSYC 201","3M","Inv Biol Bases of Beh &amp; Cogn","3","  AINW","Lec","TR","0930-1045","FORBES 1022","Marshall, Timothy","3","Open","92","95","","","","",
"8889","PSYC 202","1M","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","MWF","1400-1450","FORBES 1022","Antaramian, Susan","0","Closed","95","95","","","","",
"8890","PSYC 202","2M","Inv Socl Contxt of Beh &amp; Cogn","3","","Lec","TR","1100-1215","MCM 101","Cartwright, Kelly","2","Open","93","95","","","","",
"8891","PSYC 207","1","Lifespan Development","3","","Lec","MWF","1400-1450","FORBES 2070C","Rollins, Leslie","12","Open","27","39","","","","",
"8892","PSYC 207","2","Lifespan Development","3","","Lec","MWF","1300-1350","FORBES 2070C","Rollins, Leslie","0","Closed","39","39","","","","",
"8893","PSYC 208","1M","Child Development","3","","Lec","TR","0930-1045","MCM 114","Cartwright, Kelly","1","Open","34","35","","","","",
"8894","PSYC 208","2M","Child Development","3","","Lec","MWF","0900-0950","FORBES 2070A","Greenlee, Shelia","4","Open","31","35","","","","",
"8895","PSYC 208","3M","Child Development","3","","Lec","MWF","0800-0850","FORBES 2070A","Greenlee, Shelia","5","Open","30","35","","","","",
"8896","PSYC 300","1","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","1200-1250","FORBES 2090","Antaramian, Susan","1","Open","32","33","","","","",
"8897","PSYC 300","2","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","1500-1550","FORBES 2090","Niehaus, Jeffrey","1","Open","32","33","","","","",
"8898","PSYC 300","3","Statistical Appl-Soc Sci Rsrch","3","","Lec","MWF","1400-1450","FORBES 2090","Niehaus, Jeffrey","1","Open","32","33","","","","",
"8899","PSYC 301","1","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1400-1450","FORBES 2002","Lange, Michelle","-4","Closed","19","15","","","","",
"8900","PSYC 301","2","WI:Research Mthds in Psych","3","  WI","Lec","MWF","1000-1050","FORBES 2090","Pressley, Timothy","-4","Closed","19","15","","","","",
"8901","PSYC 301","3","WI:Research Mthds in Psych","3","  WI","Lec","TR","0930-1045","FORBES 2090","Leon, Heather","2","Open","17","19","","","","",
"8902","PSYC 301","4","WI:Research Mthds in Psych","3","  WI","Lec","TR","1330-1445","FORBES 2090","Fernandez, Gina","-3","Closed","18","15","","","","",
"8903","PSYC 301L","1","Research Methods Laboratory","1","","Lab","MWF","1500-1550","FORBES 2002","Lange, Michelle","-4","Closed","19","15","","","","",
"8904","PSYC 301L","2","Research Methods Laboratory","1","","Lab","MWF","1100-1150","FORBES 2090","Pressley, Timothy","-4","Closed","19","15","","","","",
"8905","PSYC 301L","3","Research Methods Laboratory","1","","Lab","TR","1100-1215","FORBES 2090","Leon, Heather","2","Open","17","19","","","","",
"8906","PSYC 301L","4","Research Methods Laboratory","1","","Lab","TR","1500-1615","FORBES 2090","Fernandez, Gina","-3","Closed","18","15","","","","",
"8907","PSYC 304","1","Social Psychology","3","","Lec","MWF","1300-1350","FORBES 2074","Hart, Jason","0","Closed","19","19","","","","",
"8908","PSYC 304","2","Social Psychology","3","","Lec","MWF","1500-1550","FORBES 2070A","Hart, Jason","1","Open","18","19","","","","",
"8909","PSYC 306","1","History and Systems of Psych","3","","Lec","MWF","0900-0950","FORBES 2070D","Doolittle, Dorothy","4","Open","41","45","","","","",
"8910","PSYC 306","2","History and Systems of Psych","3","","Lec","MWF","1000-1050","FORBES 2070D","Doolittle, Dorothy","4","Open","41","45","","","","",
"8911","PSYC 312","1","Educational Psychology","3","","Lec","MWF","1500-1550","FORBES 2070C","Riggins, Earl","3","Open","32","35","","","","",
"8912","PSYC 312","2","Educational Psychology","3","","Lec","MW","1930-2045","FORBES 2070C","Sulzberger, Robert","0","Closed","35","35","","","","",
"9249","PSYC 313","1","Human Relations-Organizations","3","","Lec","MWF","1200-1250","FORBES 2070D","Leon, Heather","22","Open","14","36","","","","",
"8913","PSYC 314","1","Psychology of Personality","3","","Lec","TR","1100-1215","FORBES 2074","Lee, Sherman","0","Closed","39","39","","","","",
"8914","PSYC 314","2","Psychology of Personality","3","","Lec","TR","1330-1445","FORBES 2070E","Lee, Sherman","0","Closed","39","39","","","","",
"8915","PSYC 315","1","Psychology-Abnormal Behavior","3","","Lec","TR","1500-1615","FORBES 2070D","Frieden, Fredrick","0","Closed","45","45","","","","",
"8916","PSYC 315","2","Psychology-Abnormal Behavior","3","","Lec","TR","1800-1915","FORBES 2074","Riggins, Earl","11","Open","24","35","","","","",
"8917","PSYC 316","1","Cognitive Psychology","3","","Lec","TR","0930-1045","FORBES 2070C","Lipatova, Olga","0","Closed","19","19","","","","",
"8918","PSYC 316","2","Cognitive Psychology","3","","Lec","MWF","1000-1050","FORBES 2074","Rollins, Leslie","0","Closed","19","19","","","","",
"8920","PSYC 336","1","Death, Dying, &amp; Bereavement","3","","Lec","M","1800-2045","FORBES 2070E","Lee, Sherman","1","Open","42","43","","","","",
"8921","PSYC 340","1","Adult Development and Aging","3","","Lec","TR","1630-1745","FORBES 2002","Riggins, Earl","5","Open","14","19","","","","",
"8922","PSYC 350","1","Forensic Psychology","3","","Lec","TR","1330-1445","FORBES 2070D","Frieden, Fredrick","0","Closed","45","45","","","","",
"8923","PSYC 350","2","Forensic Psychology","3","","Lec","TR","0800-0915","FORBES 2015","Romito, Meredith","2","Open","43","45","","","","",
"8924","PSYC 360","1","Evolutionary Psychology","3","","Lec","TR","1100-1215","FORBES 2070A","Niehaus, Jeffrey","20","Open","15","35","","","","",
"8925","PSYC 404","1","Biopsychology","3","","Lec","MWF","1300-1350","FORBES 2009","Campolattaro, Matthew","0","Closed","15","15","","","","",
"8926","PSYC 404L","1","Biopsychology Lab","1","","Lab","W","1400-1645","FORBES 2009","Campolattaro, Matthew","0","Closed","15","15","","","","",
"8927","PSYC 405","1","Motivation and Emotion","3","","Lec","MWF","0800-0850","FORBES 2070D","Hicks, Lindsey","-3","Closed","36","33","","","","",
"8928","PSYC 405L","1","Motivation and Emotion Lab","1","","Lab","MWF","0900-0950","FORBES 2002","Hicks, Lindsey","-4","Closed","18","14","","","","",
"8929","PSYC 405L","2","Motivation and Emotion Lab","1","","Lab","MWF","1000-1050","FORBES 2002","Hicks, Lindsey","-4","Closed","18","14","","","","",
"8930","PSYC 408","1","Psychopharmacology","3","","Lec","TR","0930-1045","FORBES 2009","Lange, Michelle","-3","Closed","18","15","","","","",
"8931","PSYC 408L","1","Psychopharmacology Lab","1","","Lab","TR","1100-1215","FORBES 2009","Lange, Michelle","-3","Closed","18","15","","","","",
"8932","PSYC 409","1","Behvr Medicine/Hlth Psyc","3","","Lec","W","1800-2045","FORBES 2070D","Berry, Thomas","1","Open","27","28","","","","",
"8933","PSYC 409L","1","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1800-1915","FORBES 2088","Berry, Thomas","1","Open","13","14","","","","",
"8934","PSYC 409L","2","Behvr Medicine/Hlth Psyc Lab","1","","Lab","TR","1630-1745","FORBES 2088","Berry, Thomas","0","Closed","14","14","","","","",
"8935","PSYC 410","1","Tests and Measurement","3","","Lec","TR","1330-1445","FORBES 2014","Hart, Jason","3","Open","12","15","","","","",
"8936","PSYC 410L","1","Tests and Measurement Lab","1","","Lab","TR","1500-1615","FORBES 2014","Hart, Jason","3","Open","12","15","","","","",
"8937","PSYC 415","1","Comparative Psychology","3","","Lec","MWF","0900-0950","FORBES 2009","Velkey, Andrew","0","Closed","15","15","","","","",
"8938","PSYC 415L","1","Comparative Psychology Lab","1","","Lab","M","1400-1645","FORBES 2009","Velkey, Andrew","0","Closed","15","15","","","","",
"8939","PSYC 420","1","Human Sexuality","3","","Lec","TR","1630-1745","FORBES 2070D","Frieden, Fredrick","3","Open","42","45","","","","",
"8940","PSYC 444","1","Psychology of Creat/Crit Think","3","","Lec","MWF","1100-1150","FORBES 2070C","Dow, Gayle","-5","Closed","38","33","","","","",
"8941","PSYC 444L","1","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1200-1250","FORBES 2002","Dow, Gayle","-6","Closed","20","14","","","","",
"8942","PSYC 444L","2","Psyc of Creat/Crit Think Lab","1","","Lab","MWF","1300-1350","FORBES 2002","Dow, Gayle","-4","Closed","18","14","","","","",
"8944","PSYC 490","2","WI: Senior Seminar in Psych","3","  WI","Lec","TR","1500-1615","FORBES 2088","Leon, Heather","1","Open","14","15","","","","",
"8945","PSYC 490","3","WI: Senior Seminar in Psych","3","  WI","Lec","MWF","1100-1150","FORBES 2002","Fernandez, Gina","-4","Closed","19","15","","","","",
"8946","PSYC 490","4","WI: Senior Seminar in Psych","3","  WI","Lec","MW","1600-1715","FORBES 2012","Niehaus, Jeffrey","-4","Closed","19","15","","","","",
"9308","PSYC 499","1","IND ST:Multivariate Statistics","3","","Ind","","","ARR ","Marshall, Timothy","-1","Closed","1","0","","","","",
"9420","PSYC 499","2","IND ST: Exploring Relationship","3","","Ind","","","ARR ","Lange, Michelle","-1","Closed","1","0","","","","",
"9444","PSYC 499","3","IND ST: Punitive Sentiment","3","","Ind","","","ARR ","Niehaus, Jeffrey","-1","Closed","1","0","","","","",
"8947","PSYC 521","1","Reading Acquisition &amp; Devlpmnt","3","","Lec","M","1600-1845","FORBES 2070C","Savage, Donna","0","Closed","16","16","","","","",
"8948","PSYC 521","2","Reading Acquisition &amp; Devlpmnt","3","","Lec","T","1630-1915","MCM 200D","Swords, Rachel Ann","9","Open","7","16","","","","",
"8949","PSYC 521L","1","Reading Acquisition &amp; Dev Lab","1","","Lab","T","0930-1045","FORBES 2002","Powell, Linda","0","Closed","16","16","","","","",
"8950","PSYC 521L","2","Reading Acquisition &amp; Dev Lab","1","","Lab","F","1600-1715","FORBES 2012","Powell, Linda","5","Open","11","16","","","","",
"8951","PSYC 535","1","Exceptional Learner","3","","Lec","W","1600-1845","FORBES 2070C","Sulzberger, Robert","1","Open","15","16","","","","",
"8952","PSYC 535","2","Exceptional Learner","3","","Lec","R","1630-1915","FORBES 2012","Sulzberger, Robert","0","Closed","16","16","","","","",
"8953","PSYC 544","1","Assessment of Learning","3","","Lec","T","1630-1915","FORBES 2070E","Pressley, Timothy","6","Open","12","18","","","","",
"8832","RSTD 210","1R","Interfaith Studies","3","  AIGM","Lec","MWF","1200-1250","MCM 257","Timani, Hussam","1","Open","17","18","","","","",
"8833","RSTD 211","1R","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","TRIB 1210","Thompson, John","0","Closed","18","18","","","","",
"8834","RSTD 211","2R","Religions of the East","3","  AIGM","Lec","MWF","0900-0950","MCM 366","Curtis, Margaret","0","Closed","18","18","","","","",
"8835","RSTD 211","3R","Religions of the East","3","  AIGM","Lec","MWF","1000-1050","MCM 366","Curtis, Margaret","0","Closed","18","18","","","","",
"8836","RSTD 211","4C","Religions of the East","3","  AIGM","Lec","TR","1500-1615","MCM 366","Thompson, John","0","Closed","18","18","","","","",
"8837","RSTD 211","5R","Religions of the East","3","  AIGM","Lec","TR","1630-1745","MCM 366","McClenney, David","0","Closed","18","18","","","","",
"8838","RSTD 212","1R","Religions of the West","3","  AIWT","Lec","MWF","1300-1350","MCM 260","Fallon, Kerry","0","Closed","18","18","","","","",
"8839","RSTD 212","2R","Religions of the West","3","  AIWT","Lec","MW","1600-1715","MCM 364","Strehle, Stephen","2","Open","16","18","","","","",
"8840","RSTD 212","3R","Religions of the West","3","  AIWT","Lec","TR","1800-1915","MCM 257","Hamilton, Thomas","0","Closed","18","18","","","","",
"8841","RSTD 212","4R","Religions of the West","3","  AIWT","Lec","TR","1930-2045","MCM 257","Hamilton, Thomas","1","Open","17","18","","","","",
"8842","RSTD 232","1C","The Vision of Christianity","3","  AIWT","Lec","TR","0800-0915","MCM 307","Gardner, Patrick","2","Open","16","18","","","","",
"8843","RSTD 232","2M","The Vision of Christianity","3","  AIWT","Lec","MWF","0900-0950","MCM 362","Hutchinson, Dawn","0","Closed","18","18","","","","",
"8844","RSTD 232","3","The Vision of Christianity","3","  AIWT","Lec","TR","1330-1445","MCM 216","Gardner, Patrick","0","Closed","18","18","","","","",
"8845","RSTD 236","1C","Sacred Comm, Sacred Journeys","3","  AIWT","Lec","MW","1600-1715","MCM 312","Redick, Kip","0","Closed","18","18","","","","",
"8846","RSTD 236","2C","Sacred Comm, Sacred Journeys","3","  AIWT","Lec","MWF","1300-1350","FERG 208","McClenney, David","0","Closed","18","18","","","","",
"8847","RSTD 270","1R","The Vision of Islam","3","  AIGM","Lec","MWF","1000-1050","FORBES 3012","Timani, Hussam","5","Open","13","18","","","","",
"8850","RSTD 330","1","Christian Prayr &amp; Spirituality","3","  AIWT","Lec","MWF","1100-1150","MCM 316","Gardner, Patrick","2","Open","16","18","","","","",
"8851","RSTD 337","1","Religion and Ecology","3","","Lec","TR","1500-1615","MCM 260","Redick, Kip","5","Open","20","25","","","","",
"8852","RSTD 362","1","New Testament","3","  AIWT","Lec","TR","0930-1045","MCM 200B","Strehle, Stephen","10","Open","8","18","","","","",
"9389","SA 200","S14","SA: The Green Program","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9326","SA 300","S02","SA: CNU in Scotland","0","","Lec","","","ARR ","","-10","Closed","10","0","","","","",
"9327","SA 300","S03","SA: AIFS Germany","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9329","SA 300","S05","SA: CEA: Dublin City Universit","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9331","SA 300","S07","SA: FUA: Florence Univ Arts","0","","Lec","","","ARR ","","0","Closed","3","3","","","","",
"9332","SA 300","S08","SA: FUA: Florence Univ Arts","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9333","SA 300","S09","SA: ISA: San Jose","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9334","SA 300","S10","SA: Maastricht University","0","","Lec","","","ARR ","","0","Closed","1","1","","","","",
"9335","SA 300","S11","SA: TEAN at Bond University","0","","Lec","","","ARR ","","0","Closed","3","3","","","","",
